,prime_award_unique_key,prime_award_amount,prime_award_base_action_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_awardee_uei,prime_awardee_name,prime_awardee_zip_code
1722,ASST_NON_693JJ22230000YS30CA5164035_6925,250000.0,2022-06-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1723,ASST_NON_693JJ22230000YS30MN7922010_6925,271197.9,2022-07-26,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1724,ASST_NON_693JJ22230000YS30MN7921230_6925,525768.56,2022-07-26,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1725,ASST_NON_693JJ22230000Y238MN7920010_6925,110000.0,2022-01-26,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1726,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1727,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1728,ASST_NON_69A3752230000405DOHL_6940,6187134.21,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1729,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1730,ASST_NON_693JJ22230000Y550COSW02536_6925,159320.0,2022-05-06,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1731,ASST_NON_DEEE0009998_8900,2678289.0,2022-08-19,89,Department of Energy (DOE),TR3DAXR9MCN8,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",596044909
1732,ASST_NON_693JJ22230000YS30IN1600958_6925,39736.08,2022-08-10,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1733,ASST_NON_693JJ22230000Y940CORTN2201_6925,59520.0,2022-03-01,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1734,ASST_NON_693JJ22230000Y460COC540017_6925,196757.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1735,ASST_NON_693JJ22230000Y001CO0853089_6925,653000.0,2022-09-19,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1736,ASST_NON_693JJ22230000Y238MI22A0357_6925,240080.0,2022-02-14,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1737,ASST_NON_693JJ22230000Y230CA5152022_6925,857000.0,2022-02-15,69,Department of Transportation (DOT),UK66CLD4DX71,"TRANSPORTATION, CALIFORNIA DEPARTMENT OF",958167011
1738,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1739,ASST_NON_NA22NMF4380227_1330,24000000.0,2022-07-19,13,Department of Commerce (DOC),CDNFKKJT29X4,"RECREATION AND CONSERVATION OFFICE, WASHINGTON STATE",985012283
1740,ASST_NON_NA22NMF4380227_1330,24000000.0,2022-07-19,13,Department of Commerce (DOC),CDNFKKJT29X4,"RECREATION AND CONSERVATION OFFICE, WASHINGTON STATE",985012283
1741,ASST_NON_MN-2020-020_6955,4278400.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1742,ASST_NON_MN-2020-020_6955,8712800.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1743,ASST_NON_693JJ22230000Y233CONBIS298_6925,130745.0,2022-03-22,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1744,ASST_NON_MN-2020-020_6955,4278400.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1745,ASST_NON_693JJ22230000Y233CA5939103_6925,100000.0,2022-05-06,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1746,ASST_NON_693JJ22230000Y233CA5939083_6925,56163.53,2022-08-10,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1747,ASST_NON_693JJ22230000Y003CA5939124_6925,1215544.0,2022-09-14,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1748,ASST_NON_693JJ22230000Y238VTMM19014_6925,246654.0,2022-02-04,69,Department of Transportation (DOT),K5ZLF422BS36,"TRANSPORTATION, VERMONT AGENCY OF",56414129
1749,ASST_NON_693JJ22230000Y030MS0043023_6925,581219.0,2022-03-14,69,Department of Transportation (DOT),CMKLXEA2MND4,"TRANSPORTATION, MISSISSIPPI DEPARTMENT OF",392011010
1750,ASST_NON_693JJ22230000Y233CA5944100_6925,5398247.42,2022-06-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1751,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1752,ASST_NON_693JJ22230000Y238WAZ922006_6925,63000.0,2022-03-14,69,Department of Transportation (DOT),FCT9KQ8L2574,WASHINGTON ST DEPARTMENT OF TRANSPORTATION,985012348
1753,ASST_NON_SD-2022-019_6955,9779002.0,2022-08-19,69,Department of Transportation (DOT),LWAMCP81LP14,"TRANSPORTATION, SOUTH DAKOTA DEPARTMENT OF",575012586
1754,ASST_NON_693JJ22230000YS32OHE191556_6925,150000.0,2022-02-09,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
1755,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1756,ASST_NON_693JJ22230000YS32OHE190135_6925,506700.0,2022-02-09,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
1757,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1758,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1759,ASST_NON_693JJ22230000YS32OHE201096_6925,679406.37,2022-02-18,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
1760,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1761,ASST_NON_KS-2022-013_6955,16802066.0,2022-07-27,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
1762,ASST_NON_TX-2022-049_6955,4455990.0,2022-08-16,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1763,ASST_NON_693JJ22230000Y300MN0422212_6925,464919.2,2022-09-20,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1764,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1765,ASST_NON_693JJ22230000Y230CA5300013_6925,608000.0,2022-07-25,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1766,ASST_NON_693JJ22230000Y301PAT084444_6925,165807.62,2022-06-08,69,Department of Transportation (DOT),DWXXLGJBUPL7,"TRANSPORTATION, PENNSYLVANIA DEPARTMENT OF",171200001
1767,ASST_NON_693JJ22230000Y400COM820030_6925,179143.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1768,ASST_NON_693JJ22230000Y240IN2100106_6925,425820.46,2022-08-18,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1769,ASST_NON_693JJ22230000Y450IN2101669_6925,630220.5,2022-08-25,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1770,ASST_NON_693JJ22230000Y240IN1901884_6925,480000.0,2022-08-31,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1771,ASST_NON_2201TXLIEI_7590,9627413.0,2022-01-24,75,Department of Health and Human Services (HHS),MNGDPFC1X5E4,"HOUSING & COMMUNITY AFFAIRS, TEXAS DEPARTMENT OF",787012410
1772,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1773,ASST_NON_693JJ22230000Y001CO0253255_6925,145141.0,2022-05-03,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1774,ASST_NON_693JJ22230000Y238CO0712019_6925,45578.0,2022-06-09,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1775,ASST_NON_693JJ22230000Y001COM765007_6925,4089188.0,2022-02-10,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1776,ASST_NON_693JJ22230000Y238CO0241067_6925,73381.0,2022-04-18,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1777,ASST_NON_693JJ22230000Y240CO069A036_6925,190000.0,2022-08-18,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1778,ASST_NON_693JJ22230000Y240CO115A016_6925,925777.0,2022-02-14,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1779,ASST_NON_693JJ22230000Y001CO050A039_6925,85867.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1780,ASST_NON_693JJ22230000Y240CA5935087_6925,1393000.0,2022-09-12,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1781,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1782,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1783,ASST_NON_693JJ22230000Y233CA5937207_6925,330479.53,2022-07-18,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1784,ASST_NON_693JJ22230000Y233CA5937205_6925,471999.2,2022-07-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1785,ASST_NON_693JJ22230000Y233CA5937206_6925,326652.62,2022-07-18,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1786,ASST_NON_69A3752230000405DNYL_6940,9315722.27,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1787,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1788,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1789,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
1790,ASST_NON_693JJ22230000Y940MTRTP2205_6925,65200.32,2022-07-27,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1791,ASST_NON_TX-2022-049_6955,4455990.0,2022-08-16,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1792,ASST_NON_48000059_6800,1399000.0,2022-09-14,68,Environmental Protection Agency (EPA),K8D3M5BXYL74,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,787531808
1793,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1794,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1795,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1796,ASST_NON_693JJ22230000Y238MN1721109_6925,441474.97,2022-04-18,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1797,ASST_NON_693JJ22230000Y001CA5906111_6925,345267.0,2022-05-12,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1798,ASST_NON_693JJ22230000Y001CA5906119_6925,831795.0,2022-03-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1799,ASST_NON_693JJ22230000Y238MI22A0774_6925,74064.32,2022-07-20,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1800,ASST_NON_693JJ22230000Y238MI22A0773_6925,62610.5,2022-07-20,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1801,ASST_NON_693JJ22230000Y237MN2521147_6925,407200.0,2022-04-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1802,ASST_NON_693JJ22230000YS30MN3422211_6925,239826.2,2022-08-26,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1803,ASST_NON_693JJ22230000YS30MN3420216_6925,221483.12,2022-09-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1804,ASST_NON_693JJ22230000Y233MI22A0387_6925,99348.8,2022-02-25,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1805,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1806,ASST_NON_69A3752230000405DNEM_6940,1733595.94,2021-12-15,69,Department of Transportation (DOT),NUSELTALU9E7,"TRANSPORTATION, NEBRASKA DEPARTMENT OF",685095480
1807,ASST_NON_693JJ22230000Y230CA5197041_6925,261764.0,2022-08-30,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1808,ASST_NON_693JJ22230000Y400CA5197044_6925,38953.0,2022-09-09,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1809,ASST_NON_693JJ22230000Y400CA5197043_6925,38953.0,2022-09-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1810,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1811,ASST_NON_693JJ22230000Y237MN5219102_6925,205314.0,2022-04-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1812,ASST_NON_693JJ22230000Y001CA5074015_6925,1008357.0,2022-02-16,69,Department of Transportation (DOT),UK66CLD4DX71,"TRANSPORTATION, CALIFORNIA DEPARTMENT OF",958167011
1813,ASST_NON_693JJ22230000Y230FLD420072_6925,50429.0,2022-09-09,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
1814,ASST_NON_DEEE0009998_8900,2678289.0,2022-08-19,89,Department of Energy (DOE),TR3DAXR9MCN8,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",596044909
1815,ASST_NON_MN-2020-020_6955,8712800.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1816,ASST_NON_693JJ22230000Y301COM258007_6925,272460.0,2022-09-23,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1817,ASST_NON_693JJ22230000Y400COM400009_6925,40604.0,2022-08-03,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1818,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1819,ASST_NON_693JJ22230000Y001CA5006839_6925,21400000.0,2022-02-16,69,Department of Transportation (DOT),UK66CLD4DX71,"TRANSPORTATION, CALIFORNIA DEPARTMENT OF",958167011
1820,ASST_NON_693JJ22230000YS30CA5907073_6925,456300.0,2022-02-24,69,Department of Transportation (DOT),UK66CLD4DX71,"TRANSPORTATION, CALIFORNIA DEPARTMENT OF",958167011
1821,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
1822,ASST_NON_693JJ22230000Y230CA5006929_6925,11500000.0,2022-07-29,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1823,ASST_NON_693JJ22230000Y300CA5006855_6925,5662000.0,2022-08-03,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1824,ASST_NON_693JJ22230000Y001CA5006664_6925,3322435.36,2022-09-19,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1825,ASST_NON_693JJ22230000YS30CA5006867_6925,3804480.0,2022-04-26,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1826,ASST_NON_693JJ22230000Y301CA5006864_6925,12300000.0,2022-05-13,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1827,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1828,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1829,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1830,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
1831,ASST_NON_693JJ22230000Y240IN1702756_6925,16365898.22,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1832,ASST_NON_693JJ22230000Y240IN1600949_6925,354518.18,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1833,ASST_NON_693JJ22230000Y450IN2101671_6925,164570.25,2022-08-25,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1834,ASST_NON_693JJ22230000Y001CA5004049_6925,20000000.0,2022-05-25,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1835,ASST_NON_693JJ22230000Y001CA5004049_6925,20000000.0,2022-05-25,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1836,ASST_NON_693JJ22230000Y233CA5004009_6925,1443457.52,2022-06-01,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1837,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1838,ASST_NON_693JJ22230000Y400IN1592349_6925,481862.29,2022-08-30,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1839,ASST_NON_693JJ22230000Y400IN1592349_6925,241862.29,2022-08-30,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1840,ASST_NON_693JJ22230000Y238MI22A0479_6925,601023.2,2022-03-29,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1841,ASST_NON_693JJ22230000Y238MI22A0356_6925,54965.14,2022-02-14,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1842,ASST_NON_693JJ22230000Y240IN1702761_6925,440000.0,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1843,ASST_NON_693JJ22230000Y240IN1902030_6925,39244.35,2022-09-21,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1844,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1845,ASST_NON_693JJ22230000Y300FLD421010_6925,705256.0,2022-02-02,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
1846,ASST_NON_693JJ22230000YS30CA5378044_6925,2347900.0,2022-03-21,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1847,ASST_NON_693JJ22230000Y230CA5378049_6925,3200541.0,2022-05-18,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1848,ASST_NON_693JJ22230000Y001CANBIL536_6925,2921490.0,2022-07-14,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1849,ASST_NON_693JJ22230000Y550COSW03015_6925,53448.92,2022-09-15,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1850,ASST_NON_693JJ22230000Y001CO025A024_6925,18472723.0,2022-08-30,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1851,ASST_NON_693JJ22230000Y308MN7322201_6925,1047854.82,2022-09-13,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1852,ASST_NON_693JJ22230000Y238MN7322197_6925,1427558.55,2022-07-26,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1853,ASST_NON_693JJ22230000Y240MN7322197_6925,446566.45,2022-07-26,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1854,ASST_NON_693JJ22230000YS30CA5033057_6925,4001400.0,2022-03-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
