,contract_award_unique_key,award_id_piid,total_obligated_amount,award_base_action_date,awarding_agency_code,awarding_agency_name,recipient_uei,recipient_name,recipient_zip_4_code
2114,CONT_AWD_1331L522F13350161_1301_1331L522A13ES0001_1301,1331L522F13350161,702529.18,2022-03-31,13,DEPARTMENT OF COMMERCE (DOC),EJJMMJHYDFH6,SOFTWARE INFORMATION RESOURCE CORP.,200372500
2115,CONT_AWD_693JJ322P000024_6925_-NONE-_-NONE-,693JJ322P000024,51050.83,2022-03-22,69,DEPARTMENT OF TRANSPORTATION (DOT),M46DG3TNQ3Z8,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS,200041200
2116,CONT_AWD_DTNH2215F00097_6940_HHSN316201200097W_7529,DTNH2215F00097,7928064.0,2015-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),KQUHZMCJGUC5,"SYNEREN TECHNOLOGIES, CORPORATION",222012539
2117,CONT_AWD_12444122F0131_12C2_12467020A0031_12C2,12444122F0131,225408.2,2022-08-09,12,DEPARTMENT OF AGRICULTURE (USDA),P4KXGRDR55M5,ARCHAEOLOGICAL CONSULTANTS OF THE CAROLINAS INC,275202440
2118,CONT_AWD_693JJ922F00126N_6940_693JJ921D000022_6940,693JJ922F00126N,186315.0,2022-09-08,69,DEPARTMENT OF TRANSPORTATION (DOT),JJG6HU8PA4S5,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,229034833
2119,CONT_AWD_693JJ919F000035_6940_DTNH2215D00020_6940,693JJ919F000035,41800.0,2019-04-08,69,DEPARTMENT OF TRANSPORTATION (DOT),QDE5UHE5XD16,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,240610001
2120,CONT_AWD_140P1322F0209_1443_140P2021D0003_1443,140P1322F0209,397528.8,2022-09-21,14,DEPARTMENT OF THE INTERIOR (DOI),KJQHMKR62UJ3,"VANASSE HANGEN BRUSTLIN, INC.",231855797
2121,CONT_AWD_12444522F0102_12C2_12444521D0020_12C2,12444522F0102,9404.0,2022-07-29,12,DEPARTMENT OF AGRICULTURE (USDA),M11LKCXAJ4T5,"SILV RESOURCE SERVICES, LLC",652018977
2122,CONT_AWD_1240BK22F0054_12C2_12046W18A0004_12C2,1240BK22F0054,99995.0,2022-05-31,12,DEPARTMENT OF AGRICULTURE (USDA),TT6DTCEHHK23,"BENSON FARMS, INC.",988372333
2123,CONT_AWD_693C7322P000036_6925_-NONE-_-NONE-,693C7322P000036,58000.0,2022-09-08,69,DEPARTMENT OF TRANSPORTATION (DOT),M46DG3TNQ3Z8,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS,200041200
2124,CONT_AWD_273FCC21F0157_2700_GS35F490DA_4732,273FCC21F0157,7031207.19,2021-07-02,27,FEDERAL COMMUNICATIONS COMMISSION (FCC),J94MK4SKC329,,220332714
2125,CONT_AWD_12444122F0085_12C2_1243ZP18C0001_12C2,12444122F0085,8472.0,2022-06-02,12,DEPARTMENT OF AGRICULTURE (USDA),DNK3AP68Q7C6,INTERNATIONAL FOREST COMPANY INC,317687165
2126,CONT_AWD_140L3722C0017_1422_-NONE-_-NONE-,140L3722C0017,286447.0,2022-08-15,14,DEPARTMENT OF THE INTERIOR (DOI),C9QZSMM21LD3,MAPLE LEAF COMPANY,846271309
2127,CONT_AWD_693KA822F00300_6920_693KA820D00011_6920,693KA822F00300,1422672.17,2022-07-26,69,DEPARTMENT OF TRANSPORTATION (DOT),HFMTMDNAGP95,OCEUS NETWORKS INC.,201915449
2128,CONT_AWD_69056722F00085N_6925_69056721D000005_6925,69056722F00085N,205759.44,2022-05-23,69,DEPARTMENT OF TRANSPORTATION (DOT),KW5VADW5X6C9,PROHNS LLC,998019385
2129,CONT_AWD_W912PM22P0037_9700_-NONE-_-NONE-,W912PM22P0037,92245.0,2022-04-23,97,DEPARTMENT OF DEFENSE (DOD),DGUDK15874K4,"L & E MANAGEMENT SERVICES, LLC",283729180
2130,CONT_AWD_12363N22F4010_12C2_12444121A0003_12C2,12363N22F4010,97920.0,2022-04-07,12,DEPARTMENT OF AGRICULTURE (USDA),LKSHTX63UJK9,"MARSHFIELD FOREST SERVICE, INC",298243707
2131,CONT_AWD_69056721P000030_6925_-NONE-_-NONE-,69056721P000030,83887.26,2021-07-22,69,DEPARTMENT OF TRANSPORTATION (DOT),KJZTRPLEXUN9,"SHANNON & WILSON, INC.",981038636
2132,CONT_AWD_6982AF22P000013_6925_-NONE-_-NONE-,6982AF22P000013,13250.0,2022-05-12,69,DEPARTMENT OF TRANSPORTATION (DOT),S4SXKUK5RAC8,NATIONAL FISH AND WILDLIFE FOUNDATION,200052710
2133,CONT_AWD_69056722F00110N_6925_69056719D000003_6925,69056722F00110N,25596281.96,2022-07-26,69,DEPARTMENT OF TRANSPORTATION (DOT),EMQCFUC4MZM5,"OFTEDAL CONSTRUCTION, INC.",59301
2134,CONT_AWD_DTFT6017F00056_6955_GS06F0741Z_4732,DTFT6017F00056,7793903.8,2017-09-19,69,DEPARTMENT OF TRANSPORTATION (DOT),E3MBJAQCPB73,"SOFTCONCEPT, INC",220306546
2135,CONT_AWD_693JJ322F00245N_6925_NNG15SD79B_8000,693JJ322F00245N,84942.63,2022-08-24,69,DEPARTMENT OF TRANSPORTATION (DOT),C1NMTBMS4KG5,"AURORA SYSTEMS CONSULTING, INC.",905055234
2136,CONT_AWD_12441922F0038_12C2_12444222A0019_12C2,12441922F0038,72185.48,2022-09-09,12,DEPARTMENT OF AGRICULTURE (USDA),FJYMKELJK3K6,"R. CHRISTOPHER GOODWIN & ASSOCIATES, INC.",701212512
2137,CONT_AWD_693JJ322F00483N_6925_47QTCA20D002P_4732,693JJ322F00483N,11826.0,2022-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),UCMPFP9EH2R5,"LRP PUBLICATIONS, INC.",334187106
2138,CONT_AWD_693JJ922F00045N_6940_693JJ922D000005_6940,693JJ922F00045N,299544.75,2022-06-03,69,DEPARTMENT OF TRANSPORTATION (DOT),NJRVR717SZW1,R. L. POLK & CO.,480764703
2139,CONT_AWD_DEDT0013924_8900_HHSN316201200117W_7529,DEDT0013924,88706448.65,2017-09-13,89,DEPARTMENT OF ENERGY (DOE),RYMXZHTX4WP3,"ATTAIN, LLC",221024893
2140,CONT_AWD_127EAT22F0023_12C2_1291S820D0013_12C2,127EAT22F0023,49950.0,2022-09-27,12,DEPARTMENT OF AGRICULTURE (USDA),CDMPGNLGVNT4,"OC FORESTRY, INCORPORATED",975012819
2141,CONT_AWD_693JJ422F00049N_6953_697DCK22D00001_6920,693JJ422F00049N,4724400.0,2022-08-30,69,DEPARTMENT OF TRANSPORTATION (DOT),PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,600614304
2142,CONT_AWD_1240LP22F0047_12C2_AG67T0C170021_12C2,1240LP22F0047,180684.0,2022-05-06,12,DEPARTMENT OF AGRICULTURE (USDA),JHARC6U9CLA5,"GE FORESTRY, INC",975029446
2143,CONT_AWD_693JJ921C000011_6940_-NONE-_-NONE-,693JJ921C000011,38657283.16,2021-09-15,69,DEPARTMENT OF TRANSPORTATION (DOT),CP62CFELM3C3,"KLD ASSOCIATES, INC.",117872715
2144,CONT_AWD_693JJ322F00289N_6925_693JJ322A000004_6925,693JJ322F00289N,162451.0,2022-09-15,69,DEPARTMENT OF TRANSPORTATION (DOT),QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",220316050
2145,CONT_AWD_69056722F00105N_6925_69056721D000008_6925,69056722F00105N,269417.77,2022-08-01,69,DEPARTMENT OF TRANSPORTATION (DOT),JYVKDP2K3KH5,ROBERT PECCIA & ASSOCIATES INC,596018637
2146,CONT_AWD_697DCK22C00298_6920_-NONE-_-NONE-,697DCK22C00298,113580.0,2022-09-01,69,DEPARTMENT OF TRANSPORTATION (DOT),Q44BZCBVC8B5,"MERIDIAN MANAGEMENT, INC.",995163173
2147,CONT_AWD_6973GH22F01577_6920_6973GH18D00018_6920,6973GH22F01577,141809.1,2022-08-30,69,DEPARTMENT OF TRANSPORTATION (DOT),NLNMLBJA3TF4,"MAETEC POWER, INC.",144509542
2148,CONT_AWD_1331L522F13350261_1301_1331L522A13ES0001_1301,1331L522F13350261,995961.69,2022-05-27,13,DEPARTMENT OF COMMERCE (DOC),EJJMMJHYDFH6,SOFTWARE INFORMATION RESOURCE CORP.,200372500
2149,CONT_AWD_12318719C0001_12C2_-NONE-_-NONE-,12318719C0001,0.0,2018-12-21,12,DEPARTMENT OF AGRICULTURE (USDA),Q8MQGT311353,HUMAN TECHNOLOGIES CORP,135011102
2150,CONT_AWD_140G0121F0203_1434_140G0121D0010_1434,140G0121F0203,385650.45,2021-04-13,14,DEPARTMENT OF THE INTERIOR (DOI),GVEBGEGJMPA4,"AKIMA SYSTEMS ENGINEERING, LLC",201715228
2151,CONT_AWD_693KA922F00203_6920_693KA922D00009_6920,693KA922F00203,660607.6,2022-09-14,69,DEPARTMENT OF TRANSPORTATION (DOT),JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,221023830
2152,CONT_AWD_1240BF22F0043_12C2_1240BF22D0024_12C2,1240BF22F0043,257649.0,2022-09-20,12,DEPARTMENT OF AGRICULTURE (USDA),NEZLJNFFTE11,"CUTTING EDGE FORESTRY, INC.",975019335
2153,CONT_AWD_6973GH22F01678_6920_6973GH22D00009_6920,6973GH22F01678,295003.93,2022-09-12,69,DEPARTMENT OF TRANSPORTATION (DOT),MTLZBCUL6Y61,"C.N.S. COMMUNICATIONS, LLC",852601525
2154,CONT_AWD_140L3722C0015_1422_-NONE-_-NONE-,140L3722C0015,102675.0,2022-08-15,14,DEPARTMENT OF THE INTERIOR (DOI),LU17U331UJR4,CIRCLE S SEEDS OF MONTANA INC,597529451
2155,CONT_AWD_693JJ322F00248N_6925_GS10F0140V_4730,693JJ322F00248N,57000.0,2022-08-19,69,DEPARTMENT OF TRANSPORTATION (DOT),ZCCVNJ2LNMC3,"PARTNERSHIP FOR PUBLIC SERVICE, INC.",200052028
2156,CONT_AWD_693JJ922F00004N_6940_693JJ319A000013_6925,693JJ922F00004N,1720073.53,2022-06-30,69,DEPARTMENT OF TRANSPORTATION (DOT),VMRTJLWMQRH7,HALVIK CORP,221822229
2157,CONT_AWD_693JJ922F00046N_6940_693JJ920D000009_6940,693JJ922F00046N,817500.0,2022-06-08,69,DEPARTMENT OF TRANSPORTATION (DOT),D3AZK5VNLLG3,SACO RESEARCH LLC,925621403
2158,CONT_AWD_12444222F0273_12C2_GS30F040BA_4732,12444222F0273,19948.6,2022-08-17,12,DEPARTMENT OF AGRICULTURE (USDA),L3P3MXXX2W59,"GLOBAL ENTERPRISE, INC.",223046365
2159,CONT_AWD_693JJ422F00053N_6953_693JK418A500001_6901,693JJ422F00053N,70113.42,2022-09-19,69,DEPARTMENT OF TRANSPORTATION (DOT),ZD8UWVHYKGC1,"GOVSOLUTIONS, INC.",234515863
2160,CONT_AWD_693JJ420F000046_6953_693JK420D600002_6901,693JJ420F000046,43617.0,2020-09-11,69,DEPARTMENT OF TRANSPORTATION (DOT),ZD7ZTDMLKWR1,"HRWORX, LLC",201666511
2161,CONT_AWD_693JJ322F00175N_6925_693JJ322A000008_6925,693JJ322F00175N,3376.0,2022-07-14,69,DEPARTMENT OF TRANSPORTATION (DOT),UKMYUL2G6Z54,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",070041575
2162,CONT_AWD_W912ES22C0004_9700_-NONE-_-NONE-,W912ES22C0004,3823249.36,2022-04-28,97,DEPARTMENT OF DEFENSE (DOD),U86XNJFLNSF2,"HSG PARK JOINT VENTURE, LLC",583419301
2163,CONT_AWD_693C7321C000001_6925_-NONE-_-NONE-,693C7321C000001,59644956.86,2020-11-06,69,DEPARTMENT OF TRANSPORTATION (DOT),YKVNGM329N76,"ESTES BROS. CONST., INC.",242638491
2164,CONT_AWD_12444222F0251_12C2_12444222D0010_12C2,12444222F0251,73772.85,2022-08-03,12,DEPARTMENT OF AGRICULTURE (USDA),PJDCPCK33WF5,"PARKER LAND & TIMBER CO., INC.",721046656
2165,CONT_AWD_693JJ322F00251N_6925_693JJ321D000010_6925,693JJ322F00251N,272110.0,2022-08-22,69,DEPARTMENT OF TRANSPORTATION (DOT),QLNMVC12KWY3,"LEIDOS, INC.",201905661
2166,CONT_AWD_693JJ922F00103N_6940_693JJ922D000020_6940,693JJ922F00103N,1580155.0,2022-08-30,69,DEPARTMENT OF TRANSPORTATION (DOT),JV39FYRGTSF3,"ADVERTISING COUNCIL, INC., THE",100174503
2167,CONT_AWD_693JJ920F000190_6940_47QRAA18D004V_4732,693JJ920F000190,2453042.8,2020-09-26,69,DEPARTMENT OF TRANSPORTATION (DOT),UA16ZXLPQWY6,GOLDSCHMITT AND ASSOCIATES LLC,201941113
2168,CONT_AWD_693JJ421C000006_6953_-NONE-_-NONE-,693JJ421C000006,171720.0,2021-09-24,69,DEPARTMENT OF TRANSPORTATION (DOT),RZLHDNK1JV34,"AMERICAN ASSOCIATION OF MOTOR VEHICLE ADMINISTRATORS, THE",222034195
2169,CONT_AWD_693JJ422F00078N_6953_693JJ420D000005_6953,693JJ422F00078N,7399475.0,2022-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),QDE5UHE5XD16,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,240616100
2170,CONT_AWD_69319522F30084N_6955_69319519D000001_6955,69319522F30084N,787024.58,2022-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),HNXGBLGZU557,"CALYPTUS CONSULTING GROUP, INC.",021411764
2171,CONT_AWD_W912P622F0019_9700_W912P621D0001_9700,W912P622F0019,902483.51,2022-06-30,97,DEPARTMENT OF DEFENSE (DOD),UMWJGU1JM5F1,PRAIRIE-HANSON 8(A) JV,622361708
2172,CONT_AWD_1240LP22P0088_12C2_-NONE-_-NONE-,1240LP22P0088,47100.0,2022-06-21,12,DEPARTMENT OF AGRICULTURE (USDA),JHARC6U9CLA5,"GE FORESTRY, INC",975011702
2173,CONT_AWD_140L6222F0014_1422_GS07F6072P_4730,140L6222F0014,46759.76,2022-08-12,14,DEPARTMENT OF THE INTERIOR (DOI),GJMSFBCNMSK3,,234527383
2174,CONT_AWD_693JJ922F00090N_6940_693JJ918D000007_6940,693JJ922F00090N,1449656.0,2022-08-05,69,DEPARTMENT OF TRANSPORTATION (DOT),NVUWAFWQ57S5,"WESTAT, INC.",208503129
2175,CONT_AWD_693JK422F98516N_6901_693JK418D800001_6901,693JK422F98516N,300000.0,2022-09-26,69,DEPARTMENT OF TRANSPORTATION (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
2176,CONT_AWD_1240LN22P0029_12C2_-NONE-_-NONE-,1240LN22P0029,15601.2,2022-04-05,12,DEPARTMENT OF AGRICULTURE (USDA),R5FRY574DCE7,ELITE SOLUTIONS INC.,199047106
2177,CONT_AWD_12970222C0013_12C2_-NONE-_-NONE-,12970222C0013,655592.33,2022-09-26,12,DEPARTMENT OF AGRICULTURE (USDA),J823J5EJP1C3,CHIRICAHUA PROCUREMENT LLC,871023216
2178,CONT_AWD_1240LU22F0091_12C2_12034319D0003_12C2,1240LU22F0091,2387947.47,2022-07-29,12,DEPARTMENT OF AGRICULTURE (USDA),LYARYWD1YSZ1,"ALLIED ENGINEERING SERVICES, INC.",597186958
2179,CONT_AWD_1240LQ22F0004_12C2_1282X919D0002_12C2,1240LQ22F0004,52969.0,2022-05-23,12,DEPARTMENT OF AGRICULTURE (USDA),NEZLJNFFTE11,"CUTTING EDGE FORESTRY, INC.",975019335
2180,CONT_AWD_1240LS21F0070_12C2_1284M819D0020_12C2,1240LS21F0070,1428070.0,2021-09-23,12,DEPARTMENT OF AGRICULTURE (USDA),ZWBDMRJBEJ44,SUMMITT FORESTS INC.,975203777
2181,CONT_AWD_697DCK21C00062_6920_-NONE-_-NONE-,697DCK21C00062,2866135.97,2020-12-28,69,DEPARTMENT OF TRANSPORTATION (DOT),CWVJEB454CR7,E-CORP.,840415871
2182,CONT_AWD_127EAU22P0064_12C2_-NONE-_-NONE-,127EAU22P0064,11260.0,2022-08-05,12,DEPARTMENT OF AGRICULTURE (USDA),KWMVMQWUKWL4,"SOUTHWEST CONTRACTING & ASSOCIATES, LLC",88316
2183,CONT_AWD_1240BE22F0018_12C2_1204N020A0062_12C2,1240BE22F0018,167608.88,2022-04-08,12,DEPARTMENT OF AGRICULTURE (USDA),SB3WP5CM9QS4,SPROUT FORESTRY INC,975023118
2184,CONT_AWD_693JJ922F00060N_6940_DTNH2216D00028_6940,693JJ922F00060N,283020.0,2022-07-06,69,DEPARTMENT OF TRANSPORTATION (DOT),ESQPWY8J1AL9,MGA RESEARCH CORPORATION,140019777
2185,CONT_AWD_1240LT22F0076_12C2_1240LR21D0010_12C2,1240LT22F0076,382816.09,2022-08-04,12,DEPARTMENT OF AGRICULTURE (USDA),NNEZA6L8DSK8,"CASE, LOWE & HART, INC.",844012346
2186,CONT_AWD_1240BD22F0092_12C2_1204T019A0004_12C2,1240BD22F0092,23408.0,2022-08-12,12,DEPARTMENT OF AGRICULTURE (USDA),TW28HX5LBW43,"RAMOS REFORESTATION, INC.",986269545
2187,CONT_AWD_6982AF22F00155N_6925_6982AF22D000002_6925,6982AF22F00155N,44261.76,2022-09-02,69,DEPARTMENT OF TRANSPORTATION (DOT),KBCXMJ2WXRK7,"HDR ENGINEERING, INC.",802024824
2188,CONT_AWD_1240BF22F0042_12C2_1240BF22D0024_12C2,1240BF22F0042,766846.0,2022-09-20,12,DEPARTMENT OF AGRICULTURE (USDA),NEZLJNFFTE11,"CUTTING EDGE FORESTRY, INC.",975019335
2189,CONT_AWD_12444622F0009_12C2_1263A918D0017_12C2,12444622F0009,28917.0,2022-03-23,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975023207
2190,CONT_AWD_140L5722F0015_1422_140L0620D0016_1422,140L5722F0015,50003.8,2022-08-31,14,DEPARTMENT OF THE INTERIOR (DOI),DWS7EZYZX1U5,"3B'S FORESTRY, INCORPORATED",975015838
2191,CONT_AWD_69319520F300028_6955_69319519D000019_6955,69319520F300028,4328709.0,2020-03-16,69,DEPARTMENT OF TRANSPORTATION (DOT),V3TLKNEQC9N5,KAL KRISHNAN CONSULTING SERVICES INC,900172648
2192,CONT_AWD_693JK422F98522N_6901_693JK422D800007_6901,693JK422F98522N,171294.7,2022-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),V4T4LAWDEKM6,"WERIS, INC",201668503
2193,CONT_AWD_140F0321F0076_1448_140F0318D0002_1448,140F0321F0076,567625.25,2021-05-06,14,DEPARTMENT OF THE INTERIOR (DOI),TS6JPZLWN8G1,CTA INC.,591012467
2194,CONT_AWD_12444222F0035_12C2_1243ZP18C0001_12C2,12444222F0035,73941.0,2022-02-24,12,DEPARTMENT OF AGRICULTURE (USDA),DNK3AP68Q7C6,INTERNATIONAL FOREST COMPANY INC,317687165
2195,CONT_AWD_693JJ322F00167N_6925_693JJ318D000003_6925,693JJ322F00167N,924140.37,2022-07-01,69,DEPARTMENT OF TRANSPORTATION (DOT),Z1LGCNGU28Q6,"TALU, LLC",201713223
2196,CONT_AWD_12318722F0607_12C2_1284JC18D0003_12C2,12318722F0607,99634.28,2022-09-19,12,DEPARTMENT OF AGRICULTURE (USDA),MV16RAZPXBA1,,804013275
2197,CONT_AWD_693JJ322F00402N_6925_693JJ319D000054_6925,693JJ322F00402N,1550000.0,2022-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),KAYDD5Z99549,GENEX SYSTEMS LLC,236064425
2198,CONT_AWD_6973GH22F01498_6920_6973GH18D00018_6920,6973GH22F01498,25849.2,2022-08-19,69,DEPARTMENT OF TRANSPORTATION (DOT),NLNMLBJA3TF4,"MAETEC POWER, INC.",144509542
2199,CONT_AWD_W912P922F0114_9700_W912P919D0012_9700,W912P922F0114,199981.0,2022-06-28,97,DEPARTMENT OF DEFENSE (DOD),YA3GENFARAU8,"WIDMAN, INC.",620353645
2200,CONT_AWD_140L2622P0057_1422_-NONE-_-NONE-,140L2622P0057,87048.0,2022-08-08,14,DEPARTMENT OF THE INTERIOR (DOI),SD27CUMTN7V9,MOOWEEP LLC,843399357
2201,CONT_AWD_W912P922F0104_9700_W912P920D0024_9700,W912P922F0104,594599.0,2022-04-27,97,DEPARTMENT OF DEFENSE (DOD),DZEKTEHP1FM5,"FUGRO USA LAND, INC.",770811012
2202,CONT_AWD_12445522F0149_12C2_12569R18D0012_12C2,12445522F0149,35500.0,2022-09-22,12,DEPARTMENT OF AGRICULTURE (USDA),SNBQWJK6NTK5,COLEMAN ENGINEERING COMPANY,498011473
2203,CONT_AWD_1240LP22F0061_12C2_1282BH19D0003_12C2,1240LP22F0061,34125.0,2022-05-05,12,DEPARTMENT OF AGRICULTURE (USDA),LPJLNREW5135,SWEAT US LLC,325046638
2204,CONT_AWD_693JJ921F000158_6940_693JJ921D000022_6940,693JJ921F000158,408439.0,2021-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),JJG6HU8PA4S5,,229034833
2205,CONT_AWD_127EAV22P0024_12C2_-NONE-_-NONE-,127EAV22P0024,35345.6,2022-04-20,12,DEPARTMENT OF AGRICULTURE (USDA),YVLNQANHPLG3,"SILHOUETTE FARM & FORESTRY, LLC",975018954
2206,CONT_AWD_140L3722P0050_1422_-NONE-_-NONE-,140L3722P0050,69030.0,2022-08-15,14,DEPARTMENT OF THE INTERIOR (DOI),TT6DTCEHHK23,"BENSON FARMS, INC.",988374623
2207,CONT_AWD_693JJ318F000401_6925_GS10F0336K_4730,693JJ318F000401,272119.1,2018-09-27,69,DEPARTMENT OF TRANSPORTATION (DOT),YZUCELZVKTF6,TECHNICAL MANAGEMENT SERVICES LLC,801085504
2208,CONT_AWD_697DCK20F00051_6920_697DCK19D00002_6920,697DCK20F00051,1635796.0,2020-04-02,69,DEPARTMENT OF TRANSPORTATION (DOT),LKTBLK9RBZ53,,222015785
2209,CONT_AWD_693JJ319F000377_6925_DTFH6116D00039_6925,693JJ319F000377,549998.0,2019-09-16,69,DEPARTMENT OF TRANSPORTATION (DOT),KXNRBQRMKPZ5,TEXAS A&M TRANSPORTATION INSTITUTE,778430001
2210,CONT_AWD_0001_6940_DTNH2215D00010_6940,0001,1212889.22,2015-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),N9ZQEJ28MHQ7,"BOWHEAD LOGISTICS SOLUTIONS, LLC",223111855
2211,CONT_AWD_140F0921F0010_1448_140F0918A0007_1448,140F0921F0010,772046.99,2020-12-09,14,DEPARTMENT OF THE INTERIOR (DOI),N5S6QK42XJN1,ASTOR AND SANDERS CORPORATION,208503998
2212,CONT_AWD_1240LT22C0053_12C2_-NONE-_-NONE-,1240LT22C0053,66280.0,2022-08-02,12,DEPARTMENT OF AGRICULTURE (USDA),TCK7C1U8EMH9,MEDVED GLOBAL INC,813218805
2213,CONT_AWD_693JJ321F000160_6925_693JJ320A000002_6925,693JJ321F000160,49254.0,2021-06-01,69,DEPARTMENT OF TRANSPORTATION (DOT),FZH5JAFWM388,LONGEVITY CONSULTING LLC,201128850
2214,CONT_AWD_DEAC3608GO28308_8900_-NONE-_-NONE-,DEAC3608GO28308,7277265587.36,2008-07-29,89,DEPARTMENT OF ENERGY (DOE),DVGLNXBURMP3,"ALLIANCE FOR SUSTAINABLE ENERGY, LLC",804013189
2215,CONT_AWD_693JJ918P000029_6940_-NONE-_-NONE-,693JJ918P000029,42000.0,2018-05-17,69,DEPARTMENT OF TRANSPORTATION (DOT),VLBTWLAZEA75,"CRITICAL MENTION, INC.",101750003
2216,CONT_AWD_W912BV21F7001_9700_W912BV18D0010_9700,W912BV21F7001,452240.0,2020-11-18,97,DEPARTMENT OF DEFENSE (DOD),L5NJJEMJXL34,C. H. GUERNSEY & COMPANY,731125507
2217,CONT_AWD_12444322F0053_12C2_1224H819D0005_12C2,12444322F0053,228500.0,2022-05-17,12,DEPARTMENT OF AGRICULTURE (USDA),LPJLNREW5135,,325046638
2218,CONT_AWD_6982AF22F00083N_6925_6982AF19D000006_6925,6982AF22F00083N,54799.51,2022-05-05,69,DEPARTMENT OF TRANSPORTATION (DOT),ET9MWK3PM4U6,,598018536
2219,CONT_AWD_693KA922F00188_6920_693KA922D00009_6920,693KA922F00188,398372.88,2022-09-22,69,DEPARTMENT OF TRANSPORTATION (DOT),JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,221023830
2220,CONT_AWD_12760422F0342_12C2_GS35F122BA_4732,12760422F0342,2599064.3,2022-08-23,12,DEPARTMENT OF AGRICULTURE (USDA),HKBTV3845554,"B&M CONSULTING GROUP, INC.",208524636
2221,CONT_AWD_6982AF22C000026_6925_-NONE-_-NONE-,6982AF22C000026,18078792.0,2022-06-10,69,DEPARTMENT OF TRANSPORTATION (DOT),G1NKCBXYFLH3,"STORMWATER PLANS, LLC",853016014
2222,CONT_AWD_1240BE22P0042_12C2_-NONE-_-NONE-,1240BE22P0042,215239.13,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),HJEPNXBS3GK4,"NATIVEVET MATERIEL, LLC",871103333
2223,CONT_AWD_89303022FHC400018_8900_GS02F156AA_4732,89303022FHC400018,1973227.0,2022-02-18,89,DEPARTMENT OF ENERGY (DOE),G9QMKRYE5D86,"BUSINESS MANAGEMENT ASSOCIATES, INC.",223145404
2224,CONT_AWD_W912DQ22F1015_9700_W912DQ19D1006_9700,W912DQ22F1015,227349.0,2022-06-30,97,DEPARTMENT OF DEFENSE (DOD),DNBWLH148LQ6,STOCKWELL ENGINEERS INC,571041621
2225,CONT_AWD_693JJ922F00042N_6940_47QSMA20D08QF_4732,693JJ922F00042N,20790.99,2022-06-07,69,DEPARTMENT OF TRANSPORTATION (DOT),JKDZDQVAFXG5,MAGNASYNC/MOVIOLA CORPORATION,915052546
2226,CONT_AWD_140L3522P0015_1422_-NONE-_-NONE-,140L3522P0015,212880.0,2022-08-11,14,DEPARTMENT OF THE INTERIOR (DOI),DM3LEUZL9KT3,"A B C CONCRETE MFG. CO., INC.",874015660
2227,CONT_AWD_12444122F0137_12C2_12444122A0028_12C2,12444122F0137,19602.0,2022-08-22,12,DEPARTMENT OF AGRICULTURE (USDA),VM6WNG6BDMB5,TOM LODGE,287146695
2228,CONT_AWD_127EAV22F0066_12C2_12837120D0026_12C2,127EAV22F0066,735244.0,2022-09-23,12,DEPARTMENT OF AGRICULTURE (USDA),ZWBDMRJBEJ44,SUMMITT FORESTS INC.,975203777
2229,CONT_AWD_69319522F30065N_6955_69319519D000004_6955,69319522F30065N,167648.38,2022-08-25,69,DEPARTMENT OF TRANSPORTATION (DOT),HK2QMDQYUPK9,MILLIGAN & COMPANY LLC,191031302
2230,CONT_AWD_12444222F0229_12C2_12444222D0005_12C2,12444222F0229,121324.0,2022-07-19,12,DEPARTMENT OF AGRICULTURE (USDA),MWP3T73JL8N5,"M&D FORESTRY SERVICE, L.L.C.",728539307
2231,CONT_AWD_6973GH22F01653_6920_6973GH22D00007_6920,6973GH22F01653,285125.54,2022-09-08,69,DEPARTMENT OF TRANSPORTATION (DOT),JKRFPNDSPCD5,BARRY WILLIAMS ELECTRIC INC,767126714
2232,CONT_AWD_140L3921P0164_1422_-NONE-_-NONE-,140L3921P0164,361221.93,2021-09-13,14,DEPARTMENT OF THE INTERIOR (DOI),MDBFELJCNNT9,"MIKE KESLER ENTERPRISES, INC.",838566750
